1:adds 2:removes 3:delays 4:barriers 5:executions 6:time 7:mode
4 2 0 2 1 0.0 NoVerify
4 2 0 2 1 0.0 Counting
4 2 0 0 1 0.0 Linearization
4 3 0 0 1 0.0 Unmonitored
4 3 0 2 1 0.0 NoVerify
4 3 0 2 1 0.0 Counting
4 3 0 0 1 0.0 Linearization
4 4 0 0 1 0.0 Unmonitored
4 4 0 2 1 0.0 NoVerify
4 4 0 2 1 0.0 Counting
4 4 0 0 1 0.0 Linearization
1 1 1 0 6 0.0 Unmonitored
1 1 1 2 6 0.0 NoVerify
1 1 1 2 6 0.0 Counting
1 1 1 0 6 0.0 Linearization
1 2 1 0 13 0.0 Unmonitored
1 2 1 2 13 0.0 NoVerify
1 2 1 2 13 0.0 Counting
1 2 1 0 13 0.0 Linearization
1 3 1 0 16 0.0 Unmonitored
1 3 1 2 16 0.0 NoVerify
1 3 1 2 16 0.0 Counting
1 3 1 0 16 0.0 Linearization
1 4 1 0 19 0.0 Unmonitored
1 4 1 2 19 0.0 NoVerify
1 4 1 2 19 0.0 Counting
1 4 1 0 19 0.0 Linearization
2 1 1 0 11 0.0 Unmonitored
2 1 1 2 11 0.0 NoVerify
2 1 1 2 11 0.0 Counting
2 1 1 0 11 0.0 Linearization
2 2 1 0 18 0.0 Unmonitored
2 2 1 2 18 0.0 NoVerify
2 2 1 2 18 0.0 Counting
2 2 1 0 18 0.0 Linearization
2 3 1 0 25 0.0 Unmonitored
2 3 1 2 25 0.0 NoVerify
2 3 1 2 25 0.0 Counting
2 3 1 0 25 0.0 Linearization
2 4 1 0 28 0.0 Unmonitored
2 4 1 2 28 0.0 NoVerify
2 4 1 2 28 0.0 Counting
2 4 1 0 28 0.0 Linearization
3 1 1 0 16 0.0 Unmonitored
3 1 1 2 16 0.0 NoVerify
3 1 1 2 16 0.0 Counting
3 1 1 0 16 0.0 Linearization
3 2 1 0 23 0.0 Unmonitored
3 2 1 2 23 0.0 NoVerify
3 2 1 2 23 0.0 Counting
3 2 1 0 23 0.0 Linearization
3 3 1 0 30 0.0 Unmonitored
3 3 1 2 30 0.0 NoVerify
3 3 1 2 30 0.0 Counting
3 3 1 0 30 0.0 Linearization
3 4 1 0 37 0.0 Unmonitored
3 4 1 2 37 0.0 NoVerify
3 4 1 2 37 0.0 Counting
3 4 1 0 37 0.01 Linearization
4 1 1 0 21 0.0 Unmonitored
4 1 1 2 21 0.0 NoVerify
4 1 1 2 21 0.0 Counting
4 1 1 0 21 0.0 Linearization
4 2 1 0 28 0.0 Unmonitored
4 2 1 2 28 0.0 NoVerify
4 2 1 2 28 0.0 Counting
4 2 1 0 28 0.0 Linearization
4 3 1 0 35 0.0 Unmonitored
4 3 1 2 35 0.0 NoVerify
4 3 1 2 35 0.0 Counting
4 3 1 0 35 0.01 Linearization
4 4 1 0 42 0.0 Unmonitored
4 4 1 2 42 0.0 NoVerify
4 4 1 2 42 0.0 Counting
4 4 1 0 42 0.01 Linearization
1 1 2 0 21 0.0 Unmonitored
1 1 2 2 21 0.0 NoVerify
1 1 2 2 21 0.0 Counting
1 1 2 0 21 0.0 Linearization
1 2 2 0 88 0.0 Unmonitored
1 2 2 2 88 0.0 NoVerify
1 2 2 2 88 0.0 Counting
1 2 2 0 88 0.0 Linearization
1 3 2 0 136 0.0 Unmonitored
1 3 2 2 136 0.0 NoVerify
1 3 2 2 136 0.0 Counting
1 3 2 0 136 0.01 Linearization
1 4 2 0 193 0.0 Unmonitored
1 4 2 2 193 0.0 NoVerify
1 4 2 2 193 0.0 Counting
1 4 2 0 193 0.03 Linearization
2 1 2 0 106 0.0 Unmonitored
2 1 2 2 106 0.0 NoVerify
2 1 2 2 106 0.0 Counting
2 1 2 0 106 0.01 Linearization
2 2 2 0 192 0.0 Unmonitored
2 2 2 2 192 0.0 NoVerify
2 2 2 2 192 0.0 Counting
2 2 2 0 192 0.02 Linearization
2 3 2 0 319 0.01 Unmonitored
2 3 2 2 319 0.01 NoVerify
2 3 2 2 319 0.01 Counting
2 3 2 0 319 0.04 Linearization
2 4 2 0 403 0.01 Unmonitored
2 4 2 2 403 0.01 NoVerify
2 4 2 2 403 0.01 Counting
2 4 2 0 403 0.09 Linearization
3 1 2 0 196 0.0 Unmonitored
3 1 2 2 196 0.0 NoVerify
3 1 2 2 196 0.01 Counting
3 1 2 0 196 0.02 Linearization
3 2 2 0 357 0.01 Unmonitored
3 2 2 2 357 0.01 NoVerify
3 2 2 2 357 0.01 Counting
3 2 2 0 357 0.05 Linearization
3 3 2 0 507 0.02 Unmonitored
3 3 2 2 507 0.02 NoVerify
3 3 2 2 507 0.02 Counting
3 3 2 0 507 0.11 Linearization
3 4 2 0 694 0.02 Unmonitored
3 4 2 2 694 0.03 NoVerify
3 4 2 2 694 0.03 Counting
3 4 2 0 694 0.22 Linearization
4 1 2 0 311 0.01 Unmonitored
4 1 2 2 311 0.01 NoVerify
4 1 2 2 311 0.01 Counting
4 1 2 0 311 0.04 Linearization
4 2 2 0 507 0.01 Unmonitored
4 2 2 2 507 0.02 NoVerify
4 2 2 2 507 0.02 Counting
4 2 2 0 507 0.1 Linearization
4 3 2 0 752 0.02 Unmonitored
4 3 2 2 752 0.03 NoVerify
4 3 2 2 752 0.04 Counting
4 3 2 0 752 0.22 Linearization
4 4 2 0 966 0.03 Unmonitored
4 4 2 2 966 0.04 NoVerify
4 4 2 2 966 0.05 Counting
4 4 2 0 966 0.41 Linearization
1 1 3 0 66 0.0 Unmonitored
1 1 3 2 66 0.0 NoVerify
1 1 3 2 66 0.0 Counting
1 1 3 0 66 0.0 Linearization
1 2 3 0 411 0.01 Unmonitored
1 2 3 2 411 0.01 NoVerify
1 2 3 2 411 0.01 Counting
1 2 3 0 411 0.02 Linearization
1 3 3 0 939 0.02 Unmonitored
1 3 3 2 939 0.02 NoVerify
1 3 3 2 939 0.02 Counting
1 3 3 0 939 0.09 Linearization
1 4 3 0 1509 0.03 Unmonitored
1 4 3 2 1509 0.04 NoVerify
1 4 3 2 1509 0.04 Counting
1 4 3 0 1509 0.31 Linearization
2 1 3 0 562 0.01 Unmonitored
2 1 3 2 562 0.01 NoVerify
2 1 3 2 562 0.01 Counting
2 1 3 0 562 0.03 Linearization
2 2 3 0 1623 0.03 Unmonitored
2 2 3 2 1623 0.03 NoVerify
2 2 3 2 1623 0.04 Counting
2 2 3 0 1623 0.18 Linearization
2 3 3 0 3218 0.07 Unmonitored
2 3 3 2 3218 0.08 NoVerify
2 3 3 2 3218 0.09 Counting
2 3 3 0 3218 0.6 Linearization
2 4 3 0 4628 0.12 Unmonitored
2 4 3 2 4628 0.18 NoVerify
2 4 3 2 4628 0.2 Counting
2 4 3 0 4628 1.73 Linearization
3 1 3 0 1746 0.05 Unmonitored
3 1 3 2 1746 0.04 NoVerify
3 1 3 2 1746 0.04 Counting
3 1 3 0 1746 0.19 Linearization
3 2 3 0 3722 0.09 Unmonitored
3 2 3 2 3722 0.11 NoVerify
3 2 3 2 3722 0.11 Counting
3 2 3 0 3722 0.75 Linearization
3 3 3 0 6705 0.18 Unmonitored
3 3 3 2 6705 0.23 NoVerify
3 3 3 2 6705 0.24 Counting
3 3 3 0 6705 2.46 Linearization
3 4 3 0 9994 0.3 Unmonitored
3 4 3 2 9994 0.4 NoVerify
3 4 3 2 9994 0.4 Counting
3 4 3 0 9994 6.02 Linearization
4 1 3 0 3355 0.07 Unmonitored
4 1 3 2 3355 0.09 NoVerify
4 1 3 2 3355 0.11 Counting
4 1 3 0 3355 0.59 Linearization
4 2 3 0 6625 0.19 Unmonitored
4 2 3 2 6625 0.26 NoVerify
4 2 3 2 6625 0.3 Counting
4 2 3 0 6625 2.35 Linearization
4 3 3 0 11051 0.35 Unmonitored
4 3 3 2 11051 0.48 NoVerify
4 3 3 2 11051 0.52 Counting
4 3 3 0 11051 6.37 Linearization
4 4 3 0 16776 0.57 Unmonitored
4 4 3 2 16776 0.82 NoVerify
4 4 3 2 16776 0.9 Counting
4 4 3 0 16776 15.76 Linearization
1 1 4 0 156 0.0 Unmonitored
1 1 4 2 156 0.0 NoVerify
1 1 4 2 156 0.0 Counting
1 1 4 0 156 0.0 Linearization
1 2 4 0 1670 0.02 Unmonitored
1 2 4 2 1670 0.03 NoVerify
1 2 4 2 1670 0.03 Counting
1 2 4 0 1670 0.08 Linearization
1 3 4 0 5307 0.09 Unmonitored
1 3 4 2 5307 0.11 NoVerify
1 3 4 2 5307 0.11 Counting
1 3 4 0 5307 0.55 Linearization
1 4 4 0 10572 0.21 Unmonitored
1 4 4 2 10572 0.27 NoVerify
1 4 4 2 10572 0.27 Counting
1 4 4 0 10572 2.64 Linearization
2 1 4 0 2605 0.04 Unmonitored
2 1 4 2 2605 0.05 NoVerify
2 1 4 2 2605 0.07 Counting
2 1 4 0 2605 0.19 Linearization
2 2 4 0 11195 0.24 Unmonitored
2 2 4 2 11195 0.25 NoVerify
2 2 4 2 11195 0.27 Counting
2 2 4 0 11195 1.27 Linearization
2 3 4 0 27756 0.64 Unmonitored
2 3 4 2 27756 0.7 NoVerify
2 3 4 2 27756 0.78 Counting
2 3 4 0 27756 6.5 Linearization
2 4 4 0 45260 1.16 Unmonitored
2 4 4 2 45260 1.36 NoVerify
2 4 4 2 45260 1.52 Counting
2 4 4 0 45260 23.94 Linearization
3 1 4 0 12612 0.26 Unmonitored
3 1 4 2 12612 0.34 NoVerify
3 1 4 2 12612 0.34 Counting
3 1 4 0 12612 1.62 Linearization
3 2 4 0 34841 0.85 Unmonitored
3 2 4 2 34841 1.01 NoVerify
3 2 4 2 34841 1.1 Counting
3 2 4 0 34841 8.52 Linearization
3 3 4 0 71496 2.07 Unmonitored
3 3 4 2 71496 2.62 NoVerify
3 3 4 2 71496 2.98 Counting
3 3 4 0 71496 37.03 Linearization
3 4 4 0 123340 3.94 Unmonitored
3 4 4 2 123340 5.29 NoVerify
3 4 4 2 123340 5.17 Counting
3 4 4 0 123340 114.58 Linearization
4 1 4 0 30934 0.72 Unmonitored
4 1 4 2 30934 0.87 NoVerify
4 1 4 2 30934 1.12 Counting
4 1 4 0 30934 7.52 Linearization
4 2 4 0 72766 2.08 Unmonitored
4 2 4 2 72766 2.53 NoVerify
4 2 4 2 72766 2.92 Counting
4 2 4 0 72766 36.64 Linearization
4 3 4 0 141184 4.42 Unmonitored
4 3 4 2 141184 6.06 NoVerify
4 3 4 2 141184 25.41 Counting
4 3 4 0 141184 135.51 Linearization
4 4 4 0 233256 9.29 Unmonitored
4 4 4 2 233256 11.41 NoVerify
4 4 4 2 233256 13.18 Counting
4 4 4 0 ? ? Linearization
1 1 5 0 366 0.0 Unmonitored
1 1 5 2 366 0.0 NoVerify
1 1 5 2 366 0.0 Counting
1 1 5 0 366 0.01 Linearization
1 2 5 0 5850 0.08 Unmonitored
1 2 5 2 5850 0.1 NoVerify
1 2 5 2 5850 0.09 Counting
1 2 5 0 5850 0.28 Linearization
1 3 5 0 25834 0.45 Unmonitored
1 3 5 2 25834 0.52 NoVerify
1 3 5 2 25834 0.54 Counting
1 3 5 0 25834 2.75 Linearization
1 4 5 0 63883 1.37 Unmonitored
1 4 5 2 63883 1.58 NoVerify
1 4 5 2 63883 1.56 Counting
1 4 5 0 63883 17.81 Linearization
2 1 5 0 10919 0.17 Unmonitored
2 1 5 2 10919 0.19 NoVerify
2 1 5 2 10919 0.2 Counting
2 1 5 0 10919 0.62 Linearization
2 2 5 0 67724 1.35 Unmonitored
2 2 5 2 67724 1.45 NoVerify
2 2 5 2 67724 1.6 Counting
2 2 5 0 67724 7.83 Linearization
2 3 5 0 209045 5.03 Unmonitored
2 3 5 2 209045 5.71 NoVerify
2 3 5 2 209045 5.84 Counting
2 3 5 0 209045 53.72 Linearization
2 4 5 0 377229 10.21 Unmonitored
2 4 5 2 377229 11.84 NoVerify
2 4 5 2 377229 12.34 Counting
2 4 5 0 377229 243.25 Linearization
3 1 5 0 85218 1.76 Unmonitored
3 1 5 2 85218 1.92 NoVerify
3 1 5 2 85218 2.17 Counting
3 1 5 0 85218 11.24 Linearization
3 2 5 0 289518 6.92 Unmonitored
3 2 5 2 289518 8.07 NoVerify
3 2 5 2 289518 9.13 Counting
3 2 5 0 289518 83.22 Linearization
3 3 5 0 683867 19.36 Unmonitored
3 3 5 2 683867 24.09 NoVerify
3 3 5 2 683867 25.95 Counting
3 3 5 0 ? ? Linearization
3 4 5 0 1316215 41.54 Unmonitored
3 4 5 2 1316215 50.09 NoVerify
3 4 5 2 1316215 55.41 Counting
3 4 5 0 ? ? Linearization
4 1 5 0 263016 6.85 Unmonitored
4 1 5 2 263016 7.45 NoVerify
4 1 5 2 263016 8.82 Counting
4 1 5 0 263016 77.16 Linearization
4 2 5 0 722461 21.66 Unmonitored
4 2 5 2 722461 26.33 NoVerify
4 2 5 2 722461 27.99 Counting
4 2 5 0 ? ? Linearization
4 3 5 0 1603874 52.94 Unmonitored
4 3 5 2 1603874 63.95 NoVerify
4 3 5 2 1603874 71.2 Counting
4 3 5 0 ? ? Linearization
4 4 5 0 2894289 104.69 Unmonitored
4 4 5 2 2894289 151.23 NoVerify
4 4 5 2 2894289 149.56 Counting
4 4 5 0 ? ? Linearization
