1:adds 2:removes 3:delays 4:barriers 5:executions 6:time 7:bad_executions 8:bad_histories 9:covered 10:c_executions 11:c_histories
3 3 1 0 18 0.0 3 1 0 0 0
3 3 1 1 18 0.0 3 1 0 0 0
3 3 1 2 18 0.0 3 1 0 0 0
3 3 1 3 18 0.0 3 1 0 0 0
3 3 1 4 18 0.0 3 1 1 3 1
3 4 1 0 19 0.0 3 1 0 0 0
3 4 1 1 19 0.0 3 1 0 0 0
3 4 1 2 19 0.0 3 1 0 0 0
3 4 1 3 19 0.0 3 1 0 0 0
3 4 1 4 19 0.0 3 1 0 0 0
4 1 1 0 21 0.0 3 1 0 0 0
4 1 1 1 21 0.0 3 1 0 0 0
4 1 1 2 21 0.0 3 1 0 0 0
4 1 1 3 21 0.0 3 1 1 3 1
4 1 1 4 21 0.0 3 1 1 3 1
4 2 1 0 22 0.0 6 2 0 0 0
4 2 1 1 22 0.0 6 2 0 0 0
4 2 1 2 22 0.0 6 2 0 0 0
4 2 1 3 22 0.0 6 2 1 3 1
4 2 1 4 22 0.0 6 2 2 6 2
4 3 1 0 23 0.0 6 2 0 0 0
4 3 1 1 23 0.0 6 2 0 0 0
4 3 1 2 23 0.0 6 2 0 0 0
4 3 1 3 23 0.0 6 2 0 0 0
4 3 1 4 23 0.0 6 2 1 3 1
4 4 1 0 24 0.01 6 2 0 0 0
4 4 1 1 24 0.01 6 2 0 0 0
4 4 1 2 24 0.01 6 2 0 0 0
4 4 1 3 24 0.01 6 2 0 0 0
4 4 1 4 24 0.01 6 2 0 0 0
1 1 2 0 11 0.0 0 0 0 0 0
1 1 2 1 11 0.0 0 0 0 0 0
1 1 2 2 11 0.0 0 0 0 0 0
1 1 2 3 11 0.0 0 0 0 0 0
1 1 2 4 11 0.0 0 0 0 0 0
1 2 2 0 18 0.0 0 0 0 0 0
1 2 2 1 18 0.0 0 0 0 0 0
1 2 2 2 18 0.0 0 0 0 0 0
1 2 2 3 18 0.0 0 0 0 0 0
1 2 2 4 18 0.0 0 0 0 0 0
1 3 2 0 26 0.0 0 0 0 0 0
1 3 2 1 26 0.0 0 0 0 0 0
1 3 2 2 26 0.0 0 0 0 0 0
1 3 2 3 26 0.0 0 0 0 0 0
1 3 2 4 26 0.0 0 0 0 0 0
1 4 2 0 35 0.0 0 0 0 0 0
1 4 2 1 35 0.0 0 0 0 0 0
1 4 2 2 35 0.0 0 0 0 0 0
1 4 2 3 35 0.0 0 0 0 0 0
1 4 2 4 35 0.0 0 0 0 0 0
2 1 2 0 46 0.0 0 0 0 0 0
2 1 2 1 46 0.0 0 0 0 0 0
2 1 2 2 46 0.0 0 0 0 0 0
2 1 2 3 46 0.0 0 0 0 0 0
2 1 2 4 46 0.0 0 0 0 0 0
2 2 2 0 58 0.01 0 0 0 0 0
2 2 2 1 58 0.01 0 0 0 0 0
2 2 2 2 58 0.01 0 0 0 0 0
2 2 2 3 58 0.01 0 0 0 0 0
2 2 2 4 58 0.01 0 0 0 0 0
2 3 2 0 71 0.01 0 0 0 0 0
2 3 2 1 71 0.01 0 0 0 0 0
2 3 2 2 71 0.01 0 0 0 0 0
2 3 2 3 71 0.01 0 0 0 0 0
2 3 2 4 71 0.01 0 0 0 0 0
2 4 2 0 85 0.02 0 0 0 0 0
2 4 2 1 85 0.02 0 0 0 0 0
2 4 2 2 85 0.02 0 0 0 0 0
2 4 2 3 85 0.02 0 0 0 0 0
2 4 2 4 85 0.02 0 0 0 0 0
3 1 2 0 109 0.01 9 3 0 0 0
3 1 2 1 109 0.01 9 3 3 3 1
3 1 2 2 109 0.01 9 3 3 9 3
3 1 2 3 109 0.01 9 3 3 9 3
3 1 2 4 109 0.01 9 3 3 9 3
3 2 2 0 126 0.02 12 3 0 0 0
3 2 2 1 126 0.03 12 3 0 0 0
3 2 2 2 126 0.03 12 3 3 3 1
3 2 2 3 126 0.03 12 3 3 12 3
3 2 2 4 126 0.02 12 3 3 12 3
3 3 2 0 144 0.04 15 3 0 0 0
3 3 2 1 144 0.04 15 3 0 0 0
3 3 2 2 144 0.04 15 3 0 0 0
3 3 2 3 144 0.04 15 3 2 3 1
3 3 2 4 144 0.04 15 3 3 15 3
3 4 2 0 163 0.07 18 3 0 0 0
3 4 2 1 163 0.07 18 3 0 0 0
3 4 2 2 163 0.07 18 3 0 0 0
3 4 2 3 163 0.07 18 3 0 0 0
3 4 2 4 163 0.07 18 3 2 3 1
4 1 2 0 197 0.03 33 8 0 0 0
4 1 2 1 197 0.03 33 8 0 0 0
4 1 2 2 197 0.04 33 8 5 15 2
4 1 2 3 197 0.04 33 8 8 33 8
4 1 2 4 197 0.04 33 8 8 33 8
4 2 2 0 219 0.06 51 12 0 0 0
4 2 2 1 219 0.06 51 12 0 0 0
4 2 2 2 219 0.06 51 12 3 3 1
4 2 2 3 219 0.06 51 12 9 30 6
4 2 2 4 219 0.07 51 12 12 51 12
4 3 2 0 242 0.11 57 13 0 0 0
4 3 2 1 242 0.11 57 13 0 0 0
4 3 2 2 242 0.11 57 13 0 0 0
4 3 2 3 242 0.11 57 13 3 3 1
4 3 2 4 242 0.12 57 13 9 33 7
4 4 2 0 266 0.17 63 13 0 0 0
4 4 2 1 266 0.18 63 13 0 0 0
4 4 2 2 266 0.18 63 13 0 0 0
4 4 2 3 266 0.18 63 13 0 0 0
4 4 2 4 266 0.18 63 13 2 3 1
1 1 3 0 26 0.0 0 0 0 0 0
1 1 3 1 26 0.0 0 0 0 0 0
1 1 3 2 26 0.0 0 0 0 0 0
1 1 3 3 26 0.0 0 0 0 0 0
1 1 3 4 26 0.0 0 0 0 0 0
1 2 3 0 54 0.0 0 0 0 0 0
1 2 3 1 54 0.0 0 0 0 0 0
1 2 3 2 54 0.0 0 0 0 0 0
1 2 3 3 54 0.0 0 0 0 0 0
1 2 3 4 54 0.0 0 0 0 0 0
1 3 3 0 90 0.01 0 0 0 0 0
1 3 3 1 90 0.01 0 0 0 0 0
1 3 3 2 90 0.01 0 0 0 0 0
1 3 3 3 90 0.01 0 0 0 0 0
1 3 3 4 90 0.01 0 0 0 0 0
1 4 3 0 135 0.01 0 0 0 0 0
1 4 3 1 135 0.02 0 0 0 0 0
1 4 3 2 135 0.02 0 0 0 0 0
1 4 3 3 135 0.02 0 0 0 0 0
1 4 3 4 135 0.02 0 0 0 0 0
2 1 3 0 176 0.01 0 0 0 0 0
2 1 3 1 176 0.01 0 0 0 0 0
2 1 3 2 176 0.01 0 0 0 0 0
2 1 3 3 176 0.01 0 0 0 0 0
2 1 3 4 176 0.01 0 0 0 0 0
2 2 3 0 254 0.03 8 2 0 0 0
2 2 3 1 254 0.03 8 2 0 0 0
2 2 3 2 254 0.03 8 2 2 8 1
2 2 3 3 254 0.03 8 2 2 8 2
2 2 3 4 254 0.03 8 2 2 8 2
2 3 3 0 345 0.06 0 0 0 0 0
2 3 3 1 345 0.07 0 0 0 0 0
2 3 3 2 345 0.06 0 0 0 0 0
2 3 3 3 345 0.07 0 0 0 0 0
2 3 3 4 345 0.07 0 0 0 0 0
2 4 3 0 450 0.12 16 2 0 0 0
2 4 3 1 450 0.12 16 2 0 0 0
2 4 3 2 450 0.13 16 2 2 16 1
2 4 3 3 450 0.13 16 2 2 16 2
2 4 3 4 450 0.12 16 2 2 16 2
3 1 3 0 639 0.09 47 4 0 0 0
3 1 3 1 639 0.09 47 4 3 19 1
3 1 3 2 639 0.09 47 4 4 47 4
3 1 3 3 639 0.1 47 4 4 47 4
3 1 3 4 639 0.09 47 4 4 47 4
3 2 3 0 802 0.21 69 5 0 0 0
3 2 3 1 802 0.21 69 5 0 0 0
3 2 3 2 802 0.22 69 5 5 25 2
3 2 3 3 802 0.22 69 5 5 69 5
3 2 3 4 802 0.22 69 5 5 69 5
3 3 3 0 983 0.49 115 10 0 0 0
3 3 3 1 983 0.46 115 10 0 0 0
3 3 3 2 983 0.46 115 10 4 18 3
3 3 3 3 983 0.47 115 10 9 46 6
3 3 3 4 983 0.46 115 10 10 115 10
3 4 3 0 1183 0.87 128 7 0 0 0
3 4 3 1 1183 0.88 128 7 0 0 0
3 4 3 2 1183 0.88 128 7 0 0 0
3 4 3 3 1183 0.89 128 7 0 0 0
3 4 3 4 1183 0.89 128 7 5 31 2
4 1 3 0 1579 0.38 243 22 0 0 0
4 1 3 1 1579 0.38 243 22 10 12 1
4 1 3 2 1579 0.39 243 22 17 122 8
4 1 3 3 1579 0.4 243 22 22 243 22
4 1 3 4 1579 0.39 243 22 22 243 22
4 2 3 0 1835 0.93 388 34 0 0 0
4 2 3 1 1835 0.94 388 34 0 0 0
4 2 3 2 1835 0.94 388 34 22 52 6
4 2 3 3 1835 0.98 388 34 29 245 19
4 2 3 4 1835 0.98 388 34 34 388 34
4 3 3 0 2131 1.95 459 35 0 0 0
4 3 3 1 2131 2.04 459 35 0 0 0
4 3 3 2 2131 1.96 459 35 0 0 0
4 3 3 3 2131 2.01 459 35 17 43 5
4 3 3 4 2131 1.99 459 35 29 279 19
4 4 3 0 2451 3.61 584 44 0 0 0
4 4 3 1 2451 3.6 584 44 0 0 0
4 4 3 2 2451 3600.46 584 44 10 72 6
4 4 3 3 2451 3.69 584 44 10 72 10
4 4 3 4 2451 3.67 584 44 26 118 15
1 1 4 0 41 0.0 0 0 0 0 0
1 1 4 1 41 0.0 0 0 0 0 0
1 1 4 2 41 0.0 0 0 0 0 0
1 1 4 3 41 0.0 0 0 0 0 0
1 1 4 4 41 0.0 0 0 0 0 0
1 2 4 0 105 0.01 0 0 0 0 0
1 2 4 1 105 0.01 0 0 0 0 0
1 2 4 2 105 0.01 0 0 0 0 0
1 2 4 3 105 0.01 0 0 0 0 0
1 2 4 4 105 0.01 0 0 0 0 0
1 3 4 0 205 0.02 0 0 0 0 0
1 3 4 1 205 0.02 0 0 0 0 0
1 3 4 2 205 0.02 0 0 0 0 0
1 3 4 3 205 0.02 0 0 0 0 0
1 3 4 4 205 0.02 0 0 0 0 0
1 4 4 0 350 0.04 0 0 0 0 0
1 4 4 1 350 0.04 0 0 0 0 0
1 4 4 2 350 0.04 0 0 0 0 0
1 4 4 3 350 0.04 0 0 0 0 0
1 4 4 4 350 0.04 0 0 0 0 0
2 1 4 0 581 0.04 0 0 0 0 0
2 1 4 1 581 0.04 0 0 0 0 0
2 1 4 2 581 0.04 0 0 0 0 0
2 1 4 3 581 0.04 0 0 0 0 0
2 1 4 4 581 0.04 0 0 0 0 0
2 2 4 0 905 0.1 16 4 0 0 0
2 2 4 1 905 0.11 16 4 4 8 1
2 2 4 2 905 0.11 16 4 4 16 3
2 2 4 3 905 0.12 16 4 4 16 4
2 2 4 4 905 0.13 16 4 4 16 4
2 3 4 0 1320 0.27 12 2 0 0 0
2 3 4 1 1320 0.27 12 2 0 0 0
2 3 4 2 1320 0.27 12 2 0 0 0
2 3 4 3 1320 0.27 12 2 2 12 1
2 3 4 4 1320 0.27 12 2 2 12 2
2 4 4 0 1840 0.57 32 4 0 0 0
2 4 4 1 1840 0.57 32 4 4 16 1
2 4 4 2 1840 0.58 32 4 4 32 3
2 4 4 3 1840 0.58 32 4 4 32 4
2 4 4 4 1840 0.58 32 4 4 32 4
3 1 4 0 3080 0.44 161 9 0 0 0
3 1 4 1 3080 0.45 161 9 4 35 1
3 1 4 2 3080 0.45 161 9 9 161 9
3 1 4 3 3080 0.45 161 9 9 161 9
3 1 4 4 3080 0.46 161 9 9 161 9
3 2 4 0 4096 1.25 188 10 0 0 0
3 2 4 1 4096 1.28 188 10 0 0 0
3 2 4 2 4096 1.41 188 10 7 79 4
3 2 4 3 4096 1.28 188 10 10 188 9
3 2 4 4 4096 1.31 188 10 10 188 10
3 3 4 0 5307 3.18 350 24 0 0 0
3 3 4 1 5307 2.99 350 24 11 18 3
3 3 4 2 5307 3.17 350 24 13 63 9
3 3 4 3 5307 3.06 350 24 24 173 18
3 3 4 4 5307 3.8 350 24 24 350 24
3 4 4 0 6718 531.63 480 20 0 0 0
3 4 4 1 6718 6.38 480 20 0 0 0
3 4 4 2 6718 6.49 480 20 0 0 0
3 4 4 3 6718 6.43 480 20 6 52 4
3 4 4 4 6718 6.44 480 20 19 193 12
4 1 4 0 10332 3.33 1242 49 0 0 0
4 1 4 1 10332 3.39 1242 49 17 88 1
4 1 4 2 10332 3.39 1242 49 40 585 21
4 1 4 3 10332 3.43 1242 49 49 1242 49
4 1 4 4 10332 3.46 1242 49 49 1242 49
4 2 4 0 12457 69.1 2164 96 0 0 0
4 2 4 1 12457 9.97 2164 96 0 0 0
4 2 4 2 12457 9.78 2164 96 62 527 24
4 2 4 3 12457 9.77 2164 96 89 1450 68
4 2 4 4 12457 9.94 2164 96 96 2164 96
4 3 4 0 15025 524.91 2454 91 0 0 0
4 3 4 1 15025 23.5 2454 91 0 0 0
4 3 4 2 15025 547.64 2454 91 0 0 0
4 3 4 3 15025 22.81 2454 91 48 304 16
4 3 4 4 15025 82.89 2454 91 80 1546 57
4 4 4 0 17947 3645.57 3513 137 0 0 0
4 4 4 1 17947 573.75 3513 137 33 72 6
4 4 4 2 17947 111.8 3513 137 53 552 27
4 4 4 3 17947 3646.87 3513 137 53 552 49
4 4 4 4 17947 573.05 3513 137 89 863 65
1 1 5 0 76 0.0 0 0 0 0 0
1 1 5 1 76 0.0 0 0 0 0 0
1 1 5 2 76 0.0 0 0 0 0 0
1 1 5 3 76 0.0 0 0 0 0 0
1 1 5 4 76 0.0 0 0 0 0 0
1 2 5 0 211 0.01 0 0 0 0 0
1 2 5 1 211 0.01 0 0 0 0 0
1 2 5 2 211 0.01 0 0 0 0 0
1 2 5 3 211 0.01 0 0 0 0 0
1 2 5 4 211 0.01 0 0 0 0 0
1 3 5 0 446 0.03 0 0 0 0 0
1 3 5 1 446 0.04 0 0 0 0 0
1 3 5 2 446 0.03 0 0 0 0 0
1 3 5 3 446 0.03 0 0 0 0 0
1 3 5 4 446 0.04 0 0 0 0 0
1 4 5 0 826 0.09 0 0 0 0 0
1 4 5 1 826 0.09 0 0 0 0 0
1 4 5 2 826 0.09 0 0 0 0 0
1 4 5 3 826 0.09 0 0 0 0 0
1 4 5 4 826 0.09 0 0 0 0 0
2 1 5 0 1551 0.12 0 0 0 0 0
2 1 5 1 1551 0.12 0 0 0 0 0
2 1 5 2 1551 0.11 0 0 0 0 0
2 1 5 3 1551 0.11 0 0 0 0 0
2 1 5 4 1551 0.1 0 0 0 0 0
2 2 5 0 2566 0.32 64 6 0 0 0
2 2 5 1 2566 0.32 64 6 4 8 1
2 2 5 2 2566 0.32 64 6 6 64 4
2 2 5 3 2566 0.32 64 6 6 64 6
2 2 5 4 2566 0.32 64 6 6 64 6
2 3 5 0 3996 0.81 36 4 0 0 0
2 3 5 1 3996 0.84 36 4 0 0 0
2 3 5 2 3996 0.83 36 4 4 12 1
2 3 5 3 3996 0.82 36 4 4 36 3
2 3 5 4 3996 0.87 36 4 4 36 4
2 4 5 0 5946 1.91 144 9 0 0 0
2 4 5 1 5946 1.96 144 9 4 16 1
2 4 5 2 5946 1.95 144 9 6 128 4
2 4 5 3 5946 1.94 144 9 6 128 6
2 4 5 4 5946 1.97 144 9 9 144 7
3 1 5 0 12790 2.05 484 15 0 0 0
3 1 5 1 12790 2.11 484 15 11 170 3
3 1 5 2 12790 2.29 484 15 15 484 15
3 1 5 3 12790 2.09 484 15 15 484 15
3 1 5 4 12790 2.3 484 15 15 484 15
3 2 5 0 17497 6.29 598 25 0 0 0
3 2 5 1 17497 6.33 598 25 0 0 0
3 2 5 2 17497 64.84 598 25 16 240 6
3 2 5 3 17497 6.81 598 25 25 598 21
3 2 5 4 17497 6.38 598 25 25 598 25
3 3 5 0 23496 16.22 1179 50 0 0 0
3 3 5 1 23496 16.27 1179 50 14 33 3
3 3 5 2 23496 3613.39 1179 50 32 372 22
3 3 5 3 23496 17.26 1179 50 47 704 41
3 3 5 4 23496 16.79 1179 50 50 1179 49
3 4 5 0 30920 562.01 1574 47 0 0 0
3 4 5 1 30920 97.35 1574 47 0 0 0
3 4 5 2 30920 562.98 1574 47 19 116 5
3 4 5 3 30920 38.14 1574 47 25 306 17
3 4 5 4 30920 103.49 1574 47 47 782 35
4 1 5 0 57442 549.81 4951 86 0 0 0
4 1 5 1 57442 23.31 4951 86 20 342 1
4 1 5 2 57442 82.44 4951 86 70 2764 36
4 1 5 3 57442 23.68 4951 86 86 4951 86
4 1 5 4 57442 3620.66 4951 86 86 4951 86
4 2 5 0 70932 598.3 9290 238 0 0 0
4 2 5 1 70932 3731.66 9290 238 38 180 7
4 2 5 2 70932 598.78 9290 238 158 3079 70
4 2 5 3 70932 131.41 9290 238 229 6826 187
4 2 5 4 70932 4197.82 9290 238 238 9290 237
4 3 5 0 87797 4369.59 10303 237 0 0 0
4 3 5 1 87797 4429.82 10303 237 0 0 0
4 3 5 2 87797 7970.5 10303 237 23 105 8
4 3 5 3 87797 4369.44 10303 237 146 1958 68
4 3 5 4 87797 4898.49 10303 237 227 7222 177
4 4 5 0 107918 12982.6 16753 384 0 0 0
4 4 5 1 107918 12450.2 16753 384 67 272 9
4 4 5 2 107918 2765.21 16753 384 174 4044 89
4 4 5 3 107918 9376.2 16753 384 180 4188 166
4 4 5 4 107918 12984.7 16753 384 282 5843 217
